family,genus,species,syn,mode,min_body_length,max_body_length,ref_body_size,latitude_min,latitude_max,latitude_mean,latitude_median,max_dist_equator,latitude_range,min_dist_equator,nbr_country,ref_distribution_data,host_spp,ref_nbr_host_spp,pair,ref_phylogeny_pair,phylogeny_inferred_from,Notes:
Aphelinidae,Aphytis,merceti,NA,sex,1.02,1.68,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",-31,-31,-31,-31,31,0.001,31,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Compere&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1955&VALSPECIES=merceti&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,9,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Compere&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1955&VALSPECIES=merceti&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,9,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Aphytis,moldavicus,NA,asex,0.67,1.02,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",32,50,42,43,50,18,32,4,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Yasnosh&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1966&VALSPECIES=moldavicus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,4,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Yasnosh&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1966&VALSPECIES=moldavicus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,5,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Aphytis,notialis,NA,sex,0.81,1.22,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",-38,-36,-37,-37,38,2,36,2,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=De+Santis&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1965&VALSPECIES=notialis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=distribution,4,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=De+Santis&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1965&VALSPECIES=notialis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=associates,5,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,"Said to be close to luteus, therefore to aonidiae"
Aphelinidae,Aphytis,obscurus,NA,sex,0.76,1.11,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",-34,-34,-34,-34,34,0.001,34,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=%28DeBach+%26+Rosen%29&VALGENUS=Paraphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=obscurus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dunicus%26Superfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dParaphytis&tab=distribution,2,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=%28DeBach+%26+Rosen%29&VALGENUS=Paraphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=obscurus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dunicus%26Family%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dParaphytis&tab=associates,22,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,Now Paraphytis
Aphelinidae,Aphytis,opuntiae,NA,asex,0.7,1.2,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",39,42,40,40,42,3,39,3,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=%28Mercet%29&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1912&VALSPECIES=opuntiae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,2,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=%28Mercet%29&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1912&VALSPECIES=opuntiae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,29,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Aphytis,paramaculicornis,NA,sex,0.66,1.16,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",-31,37,25,32,37,68,24,10,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=paramaculicornis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,11,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=paramaculicornis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,10,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",28S-D2-D3-morphology,
Aphelinidae,Aphytis,philippinensis,NA,sex,0.94,1.18,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",11,27,19,19,27,16,11,6,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=philippinensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,7,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=philippinensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,6,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Aphytis,phoenicis,NA,asex,0.55,0.88,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",24,31,27,27,31,7,24,3,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=phoenicis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=phoenicis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,5,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Aphytis,pinnaspidis,NA,sex,0.63,1,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",-23,24,5,12,24,47,8,6,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Rosen+%26+DeBach&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1979&VALSPECIES=pinnaspidis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,5,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Rosen+%26+DeBach&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1979&VALSPECIES=pinnaspidis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,6,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Aphytis,sensorius,NA,sex,0.52,0.74,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",30,30,30,30,30,0.001,30,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=sensorius&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=sensorius&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,27,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Aphytis,taylori,NA,sex,0.75,1.15,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",-31,-31,-31,-31,31,0.001,31,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Quednau&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1964&VALSPECIES=taylori&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Quednau&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1964&VALSPECIES=taylori&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,29,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,considered to be related to mytilaspidis group
Aphelinidae,Aphytis,testaceus,NA,asex,0.99,1.23,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",40,47,45,45,47,7,40,4,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Chumakova&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1961&VALSPECIES=testaceus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,7,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Chumakova&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1961&VALSPECIES=testaceus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,6,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Aphytis,tucumani,NA,sex,0.95,1.14,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",-38,-38,-38,-38,38,0.001,38,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Rosen+%26+DeBach&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1979&VALSPECIES=tucumani&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Rosen+%26+DeBach&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1979&VALSPECIES=tucumani&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,6,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Aphytis,vandenboschi,NA,asex,0.57,1.14,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",23,41,34,36,41,18,23,7,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=vandenboschi&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,12,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1976&VALSPECIES=vandenboschi&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,10,"Polaszek A. et al. 2013. Wallaceaphytisæ: an unusual new genus of parasitoid wasp (Hymenopteraæ: Aphilinidae) from Borneo. Journal of Natural History. 48(19-20): 1111-1123; Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",28S-D2-D3-morphology,
Aphelinidae,Aphytis,vastus,NA,asex,0.7,0.7,"Prinsloo G. L. et Neser O. C. 1994. The Aphytis Fauna of The Afrotropical Region. In: Rosen D. eds. Advances in the study of Aphytis. Intercept Limited, 280-302",-23,-23,-23,-23,23,0.001,23,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Prinsloo+%26+Neser&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1994&VALSPECIES=vastus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,NA,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Prinsloo+%26+Neser&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1994&VALSPECIES=vastus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,27,"The Aphytis Fauna of The Afrotropical Region. Prinsloo et Neser, 1994",morphology,
Aphelinidae,Aphytis,wallumbillae,NA,asex,0.89,0.89,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",-21,-21,-21,-21,21,0.001,21,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=%28Girault%29&VALGENUS=Paraphytis&HOMCODE=0&VALDATE=1924&VALSPECIES=wallumbillae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dunicus%26Superfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dParaphytis&tab=distribution,NA,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=%28Girault%29&VALGENUS=Paraphytis&HOMCODE=0&VALDATE=1924&VALSPECIES=wallumbillae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dunicus%26Family%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dParaphytis&tab=associates,28,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,Now Paraphytis
Aphelinidae,Aphytis,yanonensis,NA,asex,NA,NA,NA,24,46,31,28,46,22,24,7,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1982&VALSPECIES=yanonensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,3,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=DeBach+%26+Rosen&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1982&VALSPECIES=yanonensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,3,Polaszek A. et al. 2013. Wallaceaphytisæ: an unusual new genus of parasitoid wasp (Hymenopteraæ: Aphilinidae) from Borneo. Journal of Natural History. 48(19-20): 1111-1123,28S-D2-D3-morphology,
Aphelinidae,Aphytis,yasumatsui,NA,sex,NA,NA,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",36,36,36,36,36,0.001,36,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Azim&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1963&VALSPECIES=yasumatsui&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dAphytis&tab=distribution,5,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BA&VALAUTHOR=Azim&VALGENUS=Aphytis&HOMCODE=0&VALDATE=1963&VALSPECIES=yasumatsui&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dAphytis&tab=associates,3,"Rosen D. and DeBach P. 1979. Species of Aphytis of the World (Hymenoptera: Aphelinidae). Series Entomologica Volume 17, Israel University Press, Jerusalem (1978). Dr. W. Junk BV Publishers, 1979, 801 pp.",morphology,
Aphelinidae,Encarsia,bimaculata,NA,sex,NA,NA,NA,-35,34,8,15,35,69,6,19,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Heraty+%26+Polaszek&VALGENUS=Encarsia&HOMCODE=0&VALDATE=2000&VALSPECIES=bimaculata&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dAphelinidae%26Genus%3dEncarsia&tab=distribution,4,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=BD&VALAUTHOR=Heraty+%26+Polaszek&VALGENUS=Encarsia&HOMCODE=0&VALDATE=2000&VALSPECIES=bimaculata&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dAphelinidae%26Superfamily%3dChalcidoidea%26Genus%3dEncarsia&tab=associates,11,"Gwiazdowski R. A. and Normark B. B. 2014. An Unidentified Parasitoid Community (Chalcidoidea) Is Associated With Pine-Feeding Chionaspis Scale Insects (Hemipteraæ: Diaspididae). Annals of the Entomological Society of America. 107(2): 356-363æ; Babcock C. S. et al, 2001. Preliminary Phylogeny of Encarsia Forster (Hymenopteraæ: Aphelinidae) Based on Morphology and 28S rDNA. Molecular Phylogenetics and Evolution. 18(2): 306-323",28S-D2-D3,
