"family","genus","species","nbr_country","lat_min","lon_min","lat_max","lon_max","lat_mean","lon_mean","lat_median","lon_median","host_order","host_fam","host_spp","mode","eco"
"Encyrtidae","Ooencyrtus","proximus",1,40.0028028,-4.0031039,40.0028028,-4.0031039,40.0028028,-4.0031039,40.0028028,-4.0031039,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","puparum",1,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","quercicola",1,47.1817585,19.5060937,47.1817585,19.5060937,47.1817585,19.5060937,47.1817585,19.5060937,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","quibus",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","reducea",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","rigemae",3,-18.4554962,-14.4529611,14.4750607,29.7468414,1.87320013333,7.76461746667,9.6000359,7.9999721,1,2,2,"sex","par"
"Encyrtidae","Ooencyrtus","risbeci",1,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","rufogaster",1,4.6125522,13.1535811,4.6125522,13.1535811,4.6125522,13.1535811,4.6125522,13.1535811,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","saccharalis",2,8.0018709,-66.1109317,13.1500331,-59.5250304,10.575952,-62.81798105,10.575952,-62.81798105,2,2,2,"sex","par"
"Encyrtidae","Ooencyrtus","salicinus",4,40.9975197,15.4749544,49.8167003,122.9955469,45.310075675,68.07544035,45.21304135,66.91563005,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","segestes",17,-8.9999999,75.5004841,32.41875,120,20.4318241676,87.8309365668,25,80.859666,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","seles",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","selinus",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","semirame",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","senegalensis",1,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,14.4750607,-14.4529611,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","seronis",1,25.6242618,42.3528328,25.6242618,42.3528328,25.6242618,42.3528328,25.6242618,42.3528328,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","sesbaniae",1,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,-18.9249603,46.4416422,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","shakespearei",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","simpliciscapus",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","sinis",1,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,1,1,2,"sex","par"
"Encyrtidae","Ooencyrtus","smirnovi",1,44.6939006,40.1520421,44.6939006,40.1520421,44.6939006,40.1520421,44.6939006,40.1520421,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","solidus",3,50.9800393,25.9209164,63.2467777,40.1506507,56.2456419,34.1104595333,54.5101087,36.2598115,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","solisi",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","sorkula",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","sphingidarum",1,-18.6243748,-144.6434897,-18.6243748,-144.6434897,-18.6243748,-144.6434897,-18.6243748,-144.6434897,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","suada",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","submetallicus",28,-41.500083,-157.9752029,47.2037987,172.8344077,0.49726845,-15.9047362938,11.50191095,-61.62772435,3,7,21,"asex","par"
"Encyrtidae","Ooencyrtus","sucro",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","swezeyi",1,13.4501257,144.75755103,13.4501257,144.75755103,13.4501257,144.75755103,13.4501257,144.75755103,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","syrphidis",8,-10.3333332,-84.0739101,23.0131338,-53.1999999,7.2786790375,-68.06059565,9.1377171,-63.69374425,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","tamira",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","tardus",25,38.9597594,-8.0932407,56.3278821,134.726645,49.233787226,37.0605911999,50.9800393,36.4852695,1,2,3,"sex","par"
"Encyrtidae","Ooencyrtus","taverneae",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","telenomicida",34,26.2540493,-16.9817465613,59.6749712,116.391248,42.04127935,33.8055164957,42.1441841,33.0983987,3,11,45,"sex","par"
"Encyrtidae","Ooencyrtus","thaiensis",1,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,14.8971921,100.83273,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","tibialis",1,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,39.3763807,59.3924609,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","tricolor",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","tumidiclava",1,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","unicus",1,-18.4554962,29.7468414,-18.4554962,29.7468414,-18.4554962,29.7468414,-18.4554962,29.7468414,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","uniformis",5,32,112,43.2443242,117,38.23005748,115.14328288,39.0000001,116,1,2,3,"sex","par"
"Encyrtidae","Ooencyrtus","urania",2,-6.3472901,106.779011,-1.97560385,120.295079345,-4.161446975,113.537045172,-4.161446975,113.537045172,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","ustica",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","utetheisae",22,-6.5247122,-14.4529611,30.0417376,144.2489081,14.3977111068,79.1880783016,14.49772515,84.3907418,2,5,17,"sex","par"
"Encyrtidae","Ooencyrtus","utpradianus",1,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,27.1303344,80.859666,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","uturna",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","vagus",1,40.0028028,-4.0031039,40.0028028,-4.0031039,40.0028028,-4.0031039,40.0028028,-4.0031039,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","valcanus",1,28.1082107,84.0917515,28.1082107,84.0917515,28.1082107,84.0917515,28.1082107,84.0917515,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","venatorius",3,-34.9964962,-66.1109317,8.0018709,-53.1999999,-12.4426528333,-61.4260710667,-10.3333332,-64.9672816,1,1,9,"sex","par"
"Encyrtidae","Ooencyrtus","ventralis",1,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,-4.6574976,55.4540146,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","vertumnus",1,-1.97560385,120.295079345,-1.97560385,120.295079345,-1.97560385,120.295079345,-1.97560385,120.295079345,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","vesta",1,-1.97560385,120.295079345,-1.97560385,120.295079345,-1.97560385,120.295079345,-1.97560385,120.295079345,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","vinulae",5,40.0028028,-4.0031039,51.0834196,47.7872508,44.72109494,19.63074458,42.6384261,12.674297,1,2,3,"sex","par"
"Encyrtidae","Ooencyrtus","xanthogaster",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","xiloe",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","xylon",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","yabe",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","yoshidai",1,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,1,1,1,"sex","par"
"Encyrtidae","Ooencyrtus","ypsilon",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Ooencyrtus","zenon",2,10.2188344,78.6677428,22.3511148,92.5771329,16.2849746,85.62243785,16.2849746,85.62243785,0,0,0,"sex","par"
"Encyrtidae","Plagiomerus","aulacaspis",1,25,102,25,102,25,102,25,102,1,1,1,"sex","par"
"Encyrtidae","Plagiomerus","bangaloriensis",3,10.3529588,75.7223521,30.0417376,79.089691,18.3050286667,77.1080061,14.5203896,76.5119752,1,2,6,"sex","par"
"Encyrtidae","Plagiomerus","chinensis",1,31.2253441,121.4888922,31.2253441,121.4888922,31.2253441,121.4888922,31.2253441,121.4888922,1,1,1,"sex","par"
"Encyrtidae","Plagiomerus","cyaneus",10,-21.9549805,-99.1333415,47.2037987,75.7223521,14.56285265,-47.71756599,16.6008905,-63.78311555,1,3,12,"sex","par"
"Encyrtidae","Plagiomerus","derceto",1,32.41875,102.6366383,32.41875,102.6366383,32.41875,102.6366383,32.41875,102.6366383,0,0,0,"sex","par"
"Encyrtidae","Plagiomerus","diaspidis",19,2.893108,-157.9752029,46.603354,119.9999999,30.9653964132,-25.7967832664,32.41875,-73.7845142,1,1,7,"asex","par"
"Encyrtidae","Plagiomerus","hospes",3,10.8677845,-157.9752029,32.3018217,-60.9821066,21.4618833,-94.5725559,21.2160437,-64.7603582,1,1,1,"sex","par"
"Encyrtidae","Plagiomerus","magniclavus",1,25,102,25,102,25,102,25,102,0,0,0,"sex","par"
"Encyrtidae","Plagiomerus","monticolus",2,10.9094334,78.3665347,30.0417376,79.089691,20.4755855,78.72811285,20.4755855,78.72811285,0,0,0,"sex","par"
"Encyrtidae","Plagiomerus","peruviensis",1,-6.8699696,-75.0458514,-6.8699696,-75.0458514,-6.8699696,-75.0458514,-6.8699696,-75.0458514,0,0,0,"sex","par"
"Encyrtidae","Prochiloneurus","aegyptiacus",27,-28.8166235,-8.0932407,42.6384261,80.1863809,14.5073535093,34.9124947754,10.9094334,35.0015196,3,5,35,"sex","par"
"Encyrtidae","Prochiloneurus","agarwali",2,10.9094334,78.3665347,15.9240905,80.1863809,13.41676195,79.2764578,13.41676195,79.2764578,1,1,2,"sex","par"
"Encyrtidae","Prochiloneurus","albifuniculus",6,10.90253775,73.7684549,31.9292352,93.2551303,22.348250425,80.5679781893,26.6089809,79.1708858678,1,1,5,"sex","par"
"Encyrtidae","Prochiloneurus","albioviductus",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Encyrtidae","Prochiloneurus","americanus",1,38.8949549,-77.0366455,38.8949549,-77.0366455,38.8949549,-77.0366455,38.8949549,-77.0366455,0,0,0,"sex","par"
"Encyrtidae","Prochiloneurus","annulatus",2,-6.3472901,29.2675469,26.2540493,106.779011,9.9533796,68.02327895,9.9533796,68.02327895,1,1,2,"sex","par"
"Encyrtidae","Prochiloneurus","aureipleurum",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Encyrtidae","Prochiloneurus","bellulus",1,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,0,0,0,"sex","par"
"Encyrtidae","Prochiloneurus","bolivari",43,-28.8166235,-4.0031039,63.2467777,143.448533,38.2361532919,37.6778032916,43.0574916,25.9209164,2,4,37,"sex","par"
"Encyrtidae","Prochiloneurus","cabrerai",1,28.5306525,-15.7464438,28.5306525,-15.7464438,28.5306525,-15.7464438,28.5306525,-15.7464438,0,0,0,"sex","par"
"Encyrtidae","Prochiloneurus","clavatus",2,-21.9182855,77.1828462,31.9292352,144.4588889,5.00547485,110.82086755,5.00547485,110.82086755,0,0,0,"sex","par"
"Encyrtidae","Prochiloneurus","comperei",9,-28.8166235,-14.4529611,30.9293211,80.1863809,5.53217242222,43.4402449778,10.9094334,37.9999668,1,2,6,"sex","par"
"Encyrtidae","Prochiloneurus","dactylopii",19,-34.9964962,-105.9930069,45.9896587,-49.0232347,9.18091854211,-72.9239794,13.1500331,-71.3187696,3,5,17,"sex","par"
"Encyrtidae","Prochiloneurus","indicus",3,10.9094334,52.9471344,32.9407496,78.3665347,19.4568575333,69.0120070667,14.5203896,75.7223521,2,2,5,"sex","par"
"Encyrtidae","Prochiloneurus","io",5,12.7503486,-66.5841245,33.0955793,122.7312101,22.40432924,66.0608162,23.9739374,109,1,1,5,"sex","par"
"Encyrtidae","Prochiloneurus","javanicus",5,-6.3472901,29.2675469,26.2540493,106.779011,13.1431481,73.76007416,15.9240905,76.5119752,2,2,3,"sex","par"
"Encyrtidae","Prochiloneurus","lecaniorum",1,26.8105777,73.7684549,26.8105777,73.7684549,26.8105777,73.7684549,26.8105777,73.7684549,1,1,1,"sex","par"
"Encyrtidae","Prochiloneurus","modestus",1,36.7014631,-118.7559973,36.7014631,-118.7559973,36.7014631,-118.7559973,36.7014631,-118.7559973,2,2,4,"asex","par"
"Encyrtidae","Prochiloneurus","nagasakiensis",5,14.8971921,100.83273,45.0819456,139.2394179,33.091989,122.23800816,36.5748441,119.9999999,1,2,10,"sex","par"
"Encyrtidae","Prochiloneurus","nigricornis",2,12.7503486,114.1628131,22.2793278,122.7312101,17.5148382,118.4470116,17.5148382,118.4470116,1,1,3,"sex","par"
"Encyrtidae","Prochiloneurus","nigriflagellum",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,1,1,1,"sex","par"
"Encyrtidae","Prochiloneurus","oviductus",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Encyrtidae","Prochiloneurus","pantnagarensis",1,30.0417376,79.089691,30.0417376,79.089691,30.0417376,79.089691,30.0417376,79.089691,1,1,1,"sex","par"
"Encyrtidae","Prochiloneurus","pulchellus",40,-28.8166235,-24.0083946,42.6384261,100.83273,15.7886714975,42.695508045,15.6122724,43.1907855,2,5,36,"sex","par"
"Encyrtidae","Prochiloneurus","punctatus",1,26.8105777,73.7684549,26.8105777,73.7684549,26.8105777,73.7684549,26.8105777,73.7684549,1,1,1,"sex","par"
"Encyrtidae","Prochiloneurus","rex",3,12.7503486,-66.5841245,27.1303344,122.7312101,19.3608213,45.6689172,18.2017809,80.859666,1,1,2,"sex","par"
"Encyrtidae","Prochiloneurus","rumaki",1,13.2904027,108.4265113,13.2904027,108.4265113,13.2904027,108.4265113,13.2904027,108.4265113,1,1,1,"sex","par"
"Encyrtidae","Prochiloneurus","rungsi",1,31.1728192,-7.3366042,31.1728192,-7.3366042,31.1728192,-7.3366042,31.1728192,-7.3366042,1,1,1,"sex","par"
"Encyrtidae","Prochiloneurus","seini",3,-6.8699696,-75.0458514,18.2017809,-60.9821066,7.39986526667,-67.5373608333,10.8677845,-66.5841245,2,2,5,"sex","par"
"Encyrtidae","Prochiloneurus","stenopterus",1,26.5450001,117.842778,26.5450001,117.842778,26.5450001,117.842778,26.5450001,117.842778,1,1,1,"sex","par"
"Encyrtidae","Prochiloneurus","taurus",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Encyrtidae","Prochiloneurus","testaceus",6,10.2188344,75.5004841,30.9293211,92.5771329,19.1073243,80.5909425667,17.72801125,79.2764578,1,2,6,"sex","par"
"Encyrtidae","Prochiloneurus","valparianus",1,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,10.9094334,78.3665347,0,0,0,"sex","par"
"Encyrtidae","Protyndarichoides","aligarhensis",7,14.5203896,-0.540240236617,52.7954791,117.842778,31.6623278286,66.2660829091,27.1303344,79.089691,0,0,0,"sex","par"
"Encyrtidae","Protyndarichoides","indicus",9,15.9240905,80.1863809,39.054054,109,26.8105896333,94.3859914444,26.4073841,94.7586273,0,0,0,"sex","par"
"Encyrtidae","Protyndarichoides","longicornis",1,19.2000001,109.5999999,19.2000001,109.5999999,19.2000001,109.5999999,19.2000001,109.5999999,0,0,0,"sex","par"
"Encyrtidae","Protyndarichoides","nigriceps",1,10.8677845,-60.9821066,10.8677845,-60.9821066,10.8677845,-60.9821066,10.8677845,-60.9821066,0,0,0,"sex","par"
"Encyrtidae","Pseudleptomastix","abas",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Pseudleptomastix","brevipennis",2,51.0834196,10.4234469,63.2467777,25.9209164,57.16509865,18.17218165,57.16509865,18.17218165,1,1,1,"sex","par"
"Encyrtidae","Pseudleptomastix","mexicana",4,10.2735633,-99.1333415,27.7567667,-75,18.11573275,-84.91780875,17.2163005,-82.76894675,1,1,1,"sex","par"
"Encyrtidae","Pseudleptomastix","squammulata",5,10.2735633,-118.7559973,55,-84.0739101,30.64473308,-103.29506944,31.8160381,-99.5120985,1,2,6,"asex","par"
"Encyrtidae","Pseudleptomastix","tertia",2,27.7567667,-81.4639834,37.1232245,-78.492772,32.4399956,-79.9783777,32.4399956,-79.9783777,0,0,0,"sex","par"
"Encyrtidae","Trechnites","albicrus",1,28.3641989,94.7586273,28.3641989,94.7586273,28.3641989,94.7586273,28.3641989,94.7586273,0,0,0,"sex","par"
"Encyrtidae","Trechnites","albipodus",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,0,0,0,"sex","par"
"Encyrtidae","Trechnites","aligarhensis",2,10.3529588,76.5119752,27.1303344,80.859666,18.7416466,78.6858206,18.7416466,78.6858206,0,0,0,"sex","par"
"Encyrtidae","Trechnites","alni",12,45.0819456,-3.7389299,63.2467777,134.726645,52.7920199,31.2797028704,52.26540035,17.4639095,0,0,0,"sex","par"
"Encyrtidae","Trechnites","andhra",1,15.9240905,80.1863809,15.9240905,80.1863809,15.9240905,80.1863809,15.9240905,80.1863809,0,0,0,"sex","par"
"Encyrtidae","Trechnites","angolensis",1,-11.8775767,17.5691241,-11.8775767,17.5691241,-11.8775767,17.5691241,-11.8775767,17.5691241,0,0,0,"sex","par"
"Encyrtidae","Trechnites","australiensis",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Encyrtidae","Trechnites","brevicornis",1,47.1817585,19.5060937,47.1817585,19.5060937,47.1817585,19.5060937,47.1817585,19.5060937,0,0,0,"sex","par"
"Encyrtidae","Trechnites","concinnus",1,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,10.3529588,76.5119752,0,0,0,"sex","par"
"Encyrtidae","Trechnites","dubiosus",1,49.7219665,143.448533,49.7219665,143.448533,49.7219665,143.448533,49.7219665,143.448533,0,0,0,"sex","par"
"Encyrtidae","Trechnites","flavipes",15,38.9597594,-4.0031039,55.670249,103.8499736,46.56124911,32.028022081,46.8250388,19.5060937,1,3,4,"sex","par"
"Encyrtidae","Trechnites","fuscitarsis",18,39.3763807,-4.1140517,59.9393657,158.7054275,51.9353465389,45.4845214813,52.1631105,24.00855865,0,0,0,"sex","par"
"Encyrtidae","Trechnites","hairah",2,10.2188344,76.5119752,10.3529588,92.5771329,10.2858966,84.54455405,10.2858966,84.54455405,0,0,0,"sex","par"
"Encyrtidae","Trechnites","insidiosus",34,32.9407496,-124.9999999,55,134.726645,44.5411878676,13.9849472136,44.42365635,21.27569845,1,1,8,"asex","par"
"Encyrtidae","Trechnites","manaliensis",4,-28.8166235,24.991639,35.000074,104.999927,17.038605825,71.5660258,30.9854864,78.1362686,1,1,3,"sex","par"
"Encyrtidae","Trechnites","merops",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,1,1,1,"sex","par"
"Encyrtidae","Trechnites","morulus",1,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,0,0,0,"sex","par"
"Encyrtidae","Trechnites","pernicialis",1,1.5333554,32.2166578,1.5333554,32.2166578,1.5333554,32.2166578,1.5333554,32.2166578,2,2,2,"sex","par"
"Encyrtidae","Trechnites","sadkai",2,44.1534121,20.55144,49.4871968,31.2718321,46.82030445,25.91163605,46.82030445,25.91163605,1,1,1,"sex","par"
"Encyrtidae","Trechnites","secundus",2,7.878,80.7038245875,25.6440845,85.906508,16.76104225,83.3051662938,16.76104225,83.3051662938,1,1,1,"sex","par"
"Encyrtidae","Trechnites","silvestris",1,19.531932,76.0554568,19.531932,76.0554568,19.531932,76.0554568,19.531932,76.0554568,0,0,0,"sex","par"
"Encyrtidae","Trechnites","trjapitzini",3,41.32373,63.9528098,51.15092055,103.8499736,46.4332297833,79.7472143052,46.8250388,71.4388595155,1,1,2,"sex","par"
"Encyrtidae","Trechnites","versicolor",1,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,1,1,1,"sex","par"
"Encyrtidae","Trechnites","viridiscutellatus",1,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,36.5748441,139.2394179,0,0,0,"sex","par"
"Encyrtidae","Trechnites","viridiscutellum",2,-31.8759834,144.4588889,-21.9182855,147.2869493,-26.89713445,145.8729191,-26.89713445,145.8729191,0,0,0,"sex","par"
"Encyrtidae","Zaplatycerus","africanus",6,-28.8166235,-5.5679457,10.2116702,38.6521203,1.42470058333,16.2020694167,8.00988275,16.49580555,1,1,6,"sex","par"
"Encyrtidae","Zaplatycerus","cethegi",1,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,10.2735633,-84.0739101,0,0,0,"sex","par"
"Encyrtidae","Zaplatycerus","chalybes",2,8.3096067,-84.0739101,10.2735633,-81.3066245,9.291585,-82.6902673,9.291585,-82.6902673,0,0,0,"sex","par"
"Encyrtidae","Zaplatycerus","chorotega",2,-1.3397667,-84.0739101,10.2735633,-79.3666964,4.4668983,-81.72030325,4.4668983,-81.72030325,0,0,0,"sex","par"
"Encyrtidae","Zaplatycerus","comperei",1,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,-28.8166235,24.991639,1,1,1,"sex","par"
"Encyrtidae","Zaplatycerus","fullawayi",4,2.893108,-157.9752029,21.2160437,-73.7845142,10.673080425,-99.285062925,9.291585,-82.6902673,1,1,2,"sex","par"
"Encyrtidae","Zaplatycerus","gela",4,10.2735633,-99.5120985,54,-71.9999999,28.880550575,-88.6798375,25.6243195,-91.6036258,0,0,0,"sex","par"
"Encyrtidae","Zaplatycerus","jorhatensis",1,26.4073841,93.2551303,26.4073841,93.2551303,26.4073841,93.2551303,26.4073841,93.2551303,1,1,1,"sex","par"
"Encyrtidae","Zaplatycerus","kemticus",1,26.2540493,29.2675469,26.2540493,29.2675469,26.2540493,29.2675469,26.2540493,29.2675469,1,1,2,"sex","par"
"Encyrtidae","Zaplatycerus","melvillei",6,-28.8166235,-118.7559973,36.7014631,38.4313975,4.47998813333,-4.96071261667,4.76154625,11.955806,1,1,9,"asex","par"
"Encyrtidae","Zaplatycerus","natalensis",2,-28.8166235,7.9999721,9.6000359,24.991639,-9.6082938,16.49580555,-9.6082938,16.49580555,1,1,1,"sex","par"
"Encyrtidae","Zaplatycerus","notialis",1,14.5203896,75.7223521,14.5203896,75.7223521,14.5203896,75.7223521,14.5203896,75.7223521,1,1,1,"sex","par"
"Encyrtidae","Zaplatycerus","palestinensis",1,30.8760272,35.0015196,30.8760272,35.0015196,30.8760272,35.0015196,30.8760272,35.0015196,1,2,4,"sex","par"
"Encyrtidae","Zaplatycerus","planiscutellum",1,10.8677845,-60.9821066,10.8677845,-60.9821066,10.8677845,-60.9821066,10.8677845,-60.9821066,1,1,1,"sex","par"
"Encyrtidae","Zaplatycerus","tachikawai",4,10.9094334,78.3665347,30.0417376,84.6897321,22.156157375,80.75140595,23.83672925,79.9746785,1,3,3,"sex","par"
"Encyrtidae","Zaplatycerus","tshernyshevi",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Eulophidae","Aprostocetus","aartseni",1,39.000041,21.9999569,39.000041,21.9999569,39.000041,21.9999569,39.000041,21.9999569,0,0,0,"sex","par"
"Eulophidae","Aprostocetus","acomatus",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Eulophidae","Aprostocetus","acron",1,49.8167003,15.4749544,49.8167003,15.4749544,49.8167003,15.4749544,49.8167003,15.4749544,0,0,0,"sex","par"
"Eulophidae","Aprostocetus","acuminativentris",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Eulophidae","Aprostocetus","acuminatus",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Eulophidae","Aprostocetus","acutipennis",2,12.1360374,-61.6904044,12.90447,-61.2765568,12.5202537,-61.4834806,12.5202537,-61.4834806,0,0,0,"sex","par"
"Eulophidae","Aprostocetus","acutiventris",1,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,-21.9182855,144.4588889,0,0,0,"sex","par"
"Eulophidae","Aprostocetus","adenus",1,16.3471243,47.8915271,16.3471243,47.8915271,16.3471243,47.8915271,16.3471243,47.8915271,1,1,1,"sex","par"
